FD ,UD,RÉGION,IDCC déclaré,SIRET,Raison sociale,CP,Ville,durée mandat,Nb Colleges,Inscrits par CSE,% Inscrits ICTAM,Votants par CSE,Taux Participation,SVE CSE,Taille_entreprise,Taille_entreprise_2,Presence CGT,Presence CFDT,Presence FO,Presence CFTC,Presence CGC,Presence UNSA,Presence SUD,Presence AUTRES,CGT par CSE,% CGT,CFDT par CSE,FO par CSE,CFTC par CSE,CGC par CSE,UNSA par CSE,SUD par CSE,AUTRES par CSE,Date_prochain scrutin,Année du prochain mandat,Date Visite syndicat,Date Formation,Quadrimestre prochain scrutin,Siren,Effectif Siren,Tranche effectif Siren,"Groupe SBF 120
O/N",Nom du groupe,UL CONCERNÉE,Intitulé de la convention Collective
FNSCBA,76,NOR,1702,77566487302802,BOUYGUES ENERGIES ET SERVICES,76360,BARENTIN,4A,3,370,0.4594594594594595,338,0.914,317.0,100 et plus,300 à 399,N,N,O,O,N,N,N,N,0.0,0.0,0.0,212.0,105.0,0.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,775 664 873,4552,4000 à 4999,CAC40,BOUYGUES,UL 76,CC TRAVAUX PUBLICS OUVRIERS
FNAF,19,NAQ,3109,30137492200104,BLEDINA USINE DE BRIVE,19100,BRIVE,4A,3,369,0.46070460704607047,296,0.802,286.0,100 et plus,300 à 399,O,O,O,N,N,O,N,N,60.0,0.2097902097902098,130.0,66.0,0.0,0.0,30.0,0.0,0.0,2027-11-13,2027,2026-11-13,2027-01-12 20:00:00,2027-3,301 374 922,1333,1000 à 1999,CAC40,DANONE,UL BRIVE,CC INDUSTRIES ALIMENTAIRES DIVERSES 5 BRANCHES
FNSCBA,59,NPC,2420,32861972100140,SOGEA CARONI,59053,ROUBAIX,4A,3,369,0.3794037940379404,180,0.488,169.0,100 et plus,300 à 399,O,O,O,N,O,N,O,N,93.0,0.5502958579881657,28.0,8.0,0.0,22.0,0.0,18.0,0.0,2027-06-26,2027,2026-06-26,2026-08-25 20:00:00,2027-2,328 619 721,369,300 à 399,CAC40,VINCI,UL ROUBAIX,CC BATIMENT CADRES
FNSCBA,35,BRE,3212,56207750300448,SADE CGTH,35000,RENNES,4A,3,369,0.45528455284552843,161,0.436,150.0,100 et plus,300 à 399,N,N,N,N,O,O,N,N,0.0,0.0,0.0,0.0,0.0,6.0,144.0,0.0,0.0,2027-10-06,2027,2026-10-06,2026-12-05 20:00:00,2027-3,562 077 503,3523,3000 à 3999,CAC40,VEOLIA ENVIRONNEMENT,UL RENNES,CCN des cadres des travaux publics
METAUX,27,NOR,3248,42110670900544,UES SEI SEF LE VAUDREUIL,27100,LE VAUDREUIL,4A,3,368,0.4320652173913043,291,0.791,275.0,100 et plus,300 à 399,O,O,O,O,N,N,N,N,33.0,0.12,7.0,217.0,18.0,0.0,0.0,0.0,0.0,2025-11-25,2025,2024-11-25,2025-01-24 20:00:00,2025-3,421 106 709,10783,10000 à 14999,CAC40,SCHNEIDER ELECTRIC,UL 27,CCN de la métallurgie
FNSCBA,95,IDF,2614,42115915300061,INEO SYSTRANS,95000,NEUVILLE SUR OISE,4A,3,367,0.9182561307901907,270,0.736,260.0,100 et plus,300 à 399,O,N,N,O,O,N,N,N,106.0,0.4076923076923077,0.0,0.0,56.0,98.0,0.0,0.0,0.0,2028-10-17,2028,2027-10-18,2027-12-17 20:00:00,2028-3,421 159 153,367,300 à 399,CAC40,ENGIE,UL CERGY,CC TRAVAUX PUBLICS ETAM
FNSCBA,92,IDF,2609,44445432600059,SICRA IDF,92000,NANTERRE,4A,3,367,0.5177111716621253,243,0.662,235.0,100 et plus,300 à 399,O,N,N,O,N,N,N,N,165.0,0.7021276595744681,0.0,0.0,70.0,0.0,0.0,0.0,0.0,2027-11-17,2027,2026-11-17,2027-01-16 20:00:00,2027-3,444 454 326,367,300 à 399,CAC40,VINCI,UL NANTERRE,CC BATIMENT ETAM
FNIC,69,AURA,44,31411950400053,AIR LIQUIDE FRANCE INDUSTRIE,69320,FEYZIN,4A,2,364,0.3131868131868132,310,0.852,302.0,100 et plus,300 à 399,O,O,N,N,O,N,N,N,84.0,0.2781456953642384,159.0,0.0,0.0,59.0,0.0,0.0,0.0,2027-03-29,2027,2026-03-29,2026-05-28 20:00:00,2027-1,314 119 504,2373,2000 à 2999,CAC40,AIR LIQUIDE,UL VENISSIEUX,CCN des industries chimiques et connexes
FNIC,45,CVL,44,33938158400020,GEMEY PARIS MAYBELLINE NEW YORK,45140,ORMES,4A,3,363,0.5261707988980716,313,0.862,302.0,100 et plus,300 à 399,O,O,N,N,O,N,N,N,180.0,0.5960264900662252,65.0,0.0,0.0,57.0,0.0,0.0,0.0,2026-11-24,2026,2025-11-24,2026-01-23 20:00:00,2026-3,339 381 584,363,300 à 399,CAC40,L'OREAL,UL FLEURY/SARAN,CCN des industries chimiques et connexes
TRANSPORTS,31,OCC,454,38037348000173,ALTISERVICE TOULOUSE,31000,TOULOUSE,3A,3,363,0.2699724517906336,224,0.617,214.0,100 et plus,300 à 399,O,N,O,N,N,N,N,N,45.0,0.2102803738317757,0.0,169.0,0.0,0.0,0.0,0.0,0.0,2026-01-17,2026,2025-01-17,2025-03-18 20:00:00,2026-1,380 373 480,363,300 à 399,CAC40,ENGIE,UL 31,CC TELEPHERIQUES ET ENGINS DE REMONTEES MECANIQUES
FNIC,77,IDF,1388,52922174900110,TOTALENERGIES RAFFINAGE FRANCE TERF,77720,MORMANT,42M,3,363,0.9118457300275482,283,0.78,276.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,98.0,0.35507246376811596,92.0,24.0,0.0,62.0,0.0,0.0,0.0,2025-10-28,2025,2024-10-28,2024-12-27 20:00:00,2025-3,529 221 749,4154,4000 à 4999,CAC40,TOTAL,UL MELUN,CC PETROLE INDUSTRIE
METAUX,42,AURA,3248,31915987700160,THALES LAS FRANCE SAS,42570,ST HEAND,3A,3,362,0.6823204419889503,311,0.859,301.0,100 et plus,300 à 399,O,O,N,N,O,N,N,N,38.0,0.12624584717607973,127.0,0.0,0.0,136.0,0.0,0.0,0.0,2025-09-15,2025,2024-09-15,2024-11-14 20:00:00,2025-3,319 159 877,7076,5000 à 9999,CAC40,THALES,UL SAINT ETIENNE,CCN de la métallurgie
SOCIETES D'ETUDES,59,NPC,2098,45200018500010,SNC CONCILIAN,59700,MARCQ EN BAROEUL,4A,3,361,0.6509695290858726,206,0.571,189.0,100 et plus,300 à 399,N,O,N,N,O,N,N,N,0.0,0.0,124.0,0.0,0.0,65.0,0.0,0.0,0.0,2027-11-29,2027,2026-11-29,2027-01-28 20:00:00,2027-3,452 000 185,361,300 à 399,CAC40,SOCIETE GENERALE,UL LILLE,CCN du personnel des prestataires de services dans le domaine du secteur tertiaire du 13 août 1999
COMMERCE & SERVICES,31,OCC,2216,45132133502151,CARREFOUR HYPERMARCHES SAS,31670,LABEGE,4A,2,359,0.0584958217270195,265,0.738,241.0,100 et plus,300 à 399,N,O,O,N,O,N,N,N,0.0,0.0,80.0,142.0,0.0,19.0,0.0,0.0,0.0,2026-09-30,2026,2025-09-30,2025-11-29 20:00:00,2026-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL SUD,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
METAUX,78,IDF,3248,52394097100014,AIRBUS DS SLC,78990,ELANCOURT,4A,2,358,1.0,254,0.709,253.0,100 et plus,300 à 399,O,O,O,O,O,N,N,N,17.0,0.06719367588932806,21.0,36.0,44.0,135.0,0.0,0.0,0.0,2027-11-10,2027,2026-11-10,2027-01-09 20:00:00,2027-3,523 940 971,358,300 à 399,CAC40,AIRBUS,UL SQY,CCN de la métallurgie
FNIC,92,IDF,44,57208225300079,LVMH FRAGRANCE BRANDS,92300,LEVALLOIS PERRET,4A,2,358,1.0,221,0.617,218.0,100 et plus,300 à 399,N,O,N,O,O,N,N,N,0.0,0.0,54.0,0.0,52.0,112.0,0.0,0.0,0.0,2026-11-15,2026,2025-11-15,2026-01-14 20:00:00,2026-3,572 082 253,861,500 à 999,CAC40,LVMH,UL LEVALLOIS,CCN des industries chimiques et connexes
FNIC,37,CVL,176,77566225700218,SANOFI WINTHROP INDUSTRIE,37071,TOURS,4A,3,358,0.8324022346368715,333,0.93,326.0,100 et plus,300 à 399,O,O,N,O,O,N,N,N,73.0,0.22392638036809817,42.0,0.0,100.0,111.0,0.0,0.0,0.0,2028-03-19,2028,2027-03-20,2027-05-19 20:00:00,2028-1,775 662 257,2149,2000 à 2999,CAC40,SANOFI,UL 37,CC PHARMACEUTIQUE INDUSTRIE
FNIC,56,BRE,45,85520050700637,MFP MICHELIN,56037,VANNES,4A,3,358,0.2346368715083799,272,0.76,251.0,100 et plus,300 à 399,O,O,N,N,O,N,N,N,149.0,0.5936254980079682,26.0,0.0,0.0,76.0,0.0,0.0,0.0,2027-01-27,2027,2026-01-27,2026-03-28 20:00:00,2027-1,855 200 507,15638,15000 à 19999,CAC40,MICHELIN,UL VANNES,CCN du caoutchouc
METAUX,31,OCC,3248,77558118400030,COMITE SOCIAL ECONOMIQUE AIRBUS OPERATIONS TOULOUSE,31027,TOULOUSE,4A,2,357,0.5210084033613446,335,0.938,308.0,100 et plus,300 à 399,O,N,O,N,N,N,N,N,73.0,0.237012987012987,0.0,235.0,0.0,0.0,0.0,0.0,0.0,2027-03-30,2027,2026-03-30,2026-05-29 20:00:00,2027-1,775 581 184,357,300 à 399,CAC40,AIRBUS,UL 31,CCN de la métallurgie
COMMERCE & SERVICES,91,IDF,2216,42824028700451,CARREFOUR SUPPLY CHAIN SAINT GERMAIN LES ARPAJON,91180,ST GERMAIN LES ARPAJON,4A,3,356,0.23595505617977527,311,0.874,306.0,100 et plus,300 à 399,O,O,O,O,O,O,O,N,46.0,0.1503267973856209,36.0,73.0,49.0,38.0,45.0,19.0,0.0,2027-10-13,2027,2026-10-13,2026-12-12 20:00:00,2027-3,428 240 287,7961,5000 à 9999,CAC40,CARREFOUR,UL BRETIGNY SUR ORGE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
METAUX,44,PDL,3248,56209442500476,ARCELORMITTAL FRANCE,44610,INDRE,4A,3,356,0.17415730337078653,330,0.927,322.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,143.0,0.4440993788819876,39.0,88.0,0.0,52.0,0.0,0.0,0.0,2027-05-12,2027,2026-05-12,2026-07-11 20:00:00,2027-2,562 094 425,7316,5000 à 9999,CAC40,ARCELORMITTAL,UL BASSE LOIRE,CCN de la métallurgie
COMMERCE & SERVICES,35,BRE,2216,42824028700436,CARREFOUR SUPPLY CHAIN LE RHEU,35650,LE RHEU,4A,3,354,0.17796610169491525,291,0.822,287.0,100 et plus,300 à 399,O,N,O,N,O,N,N,N,228.0,0.794425087108014,0.0,11.0,0.0,48.0,0.0,0.0,0.0,2027-10-13,2027,2026-10-13,2026-12-12 20:00:00,2027-3,428 240 287,7961,5000 à 9999,CAC40,CARREFOUR,UL PROXIMITE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNIC,60,PIC,44,57208225300046,LVMH FRAGRANCE BRANDS,60000,BEAUVAIS,4A,3,354,0.5847457627118644,293,0.828,284.0,100 et plus,300 à 399,O,O,N,O,O,N,N,N,118.0,0.4154929577464789,82.0,0.0,77.0,7.0,0.0,0.0,0.0,2026-11-15,2026,2025-11-15,2026-01-14 20:00:00,2026-3,572 082 253,861,500 à 999,CAC40,LVMH,UL BEAUVAIS,CCN des industries chimiques et connexes
FSPBA,75,IDF,478,77567506900113,BNP PARIBAS FACTOR,75019,PARIS,4A,2,354,0.7655367231638418,267,0.754,266.0,100 et plus,300 à 399,N,O,O,N,O,N,N,O,0.0,0.0,63.0,91.0,0.0,86.0,0.0,0.0,26.0,2027-11-16,2027,2026-11-16,2027-01-15 20:00:00,2027-3,775 675 069,354,300 à 399,CAC40,BNP PARIBAS,UL PARIS 19,CC SOCIETES FINANCIERES
METAUX,21,BFC,3248,42110670900353,UES SEI SEF DIJON,21000,DIJON,4A,3,353,0.5439093484419264,325,0.921,310.0,100 et plus,300 à 399,O,N,O,O,N,N,N,N,44.0,0.14193548387096774,0.0,212.0,54.0,0.0,0.0,0.0,0.0,2025-11-25,2025,2024-11-25,2025-01-24 20:00:00,2025-3,421 106 709,10783,10000 à 14999,CAC40,SCHNEIDER ELECTRIC,UL DIJON,CCN de la métallurgie
COMMERCE & SERVICES,1,AURA,2216,42824028700428,CARREFOUR SUPPLY CHAIN SAINT VULBAS,1150,ST VULBAS,4A,2,353,0.09915014164305949,281,0.796,276.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,116.0,0.42028985507246375,117.0,13.0,0.0,30.0,0.0,0.0,0.0,2027-10-13,2027,2026-10-13,2026-12-12 20:00:00,2027-3,428 240 287,7961,5000 à 9999,CAC40,CARREFOUR,UL LAGNIEU,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,78,IDF,2609,43392957700016,BOUYGUES CONSTRUCTION IT,78280,GUYANCOURT,4A,2,353,1.0,323,0.915,305.0,100 et plus,300 à 399,N,N,O,O,N,N,N,N,0.0,0.0,0.0,164.0,141.0,0.0,0.0,0.0,0.0,2027-06-08,2027,2026-06-08,2026-08-07 20:00:00,2027-2,433 929 577,353,300 à 399,CAC40,BOUYGUES,UL SQY,CC BATIMENT ETAM
FNSCBA,78,IDF,3212,63204912800572,COLAS RAIL-ENERGIE,78310,COIGNIERES,4A,3,353,0.5297450424929179,145,0.411,137.0,100 et plus,300 à 399,N,O,N,O,N,N,N,N,0.0,0.0,73.0,0.0,64.0,0.0,0.0,0.0,0.0,2027-12-06,2027,2026-12-06,2027-02-04 20:00:00,2027-3,632 049 128,1790,1000 à 1999,CAC40,BOUYGUES,UL SQY,CCN des cadres des travaux publics
FNSCBA,92,IDF,2614,63204912800754,COLAS RAIL-SIEGE,92400,COURBEVOIE,4A,2,353,1.0,263,0.745,255.0,100 et plus,300 à 399,O,O,O,O,N,N,N,N,38.0,0.14901960784313725,81.0,95.0,41.0,0.0,0.0,0.0,0.0,2027-12-06,2027,2026-12-06,2027-02-04 20:00:00,2027-3,632 049 128,1790,1000 à 1999,CAC40,BOUYGUES,UL COURBEVOIE,CC TRAVAUX PUBLICS ETAM
COMMERCE & SERVICES,77,IDF,2216,42824028700295,CARREFOUR SUPPLY CHAIN COMBS LA VILLE,77380,COMBS LA VILLE,4A,2,352,0.13636363636363635,303,0.861,300.0,100 et plus,300 à 399,O,O,O,O,O,O,N,O,79.0,0.2633333333333333,40.0,60.0,21.0,16.0,60.0,0.0,24.0,2027-10-13,2027,2026-10-13,2026-12-12 20:00:00,2027-3,428 240 287,7961,5000 à 9999,CAC40,CARREFOUR,UL SENART,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
COMMERCE & SERVICES,93,IDF,2216,45132133501013,CARREFOUR,93700,DRANCY,4A,2,352,0.0625,277,0.787,267.0,100 et plus,300 à 399,N,N,O,N,O,N,N,N,0.0,0.0,0.0,247.0,0.0,20.0,0.0,0.0,0.0,2026-11-04,2026,2025-11-04,2026-01-03 20:00:00,2026-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL DRANCY,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
TRANSPORTS,69,AURA,275,49342513600022,AEROPORTS DE LYON,69124,COLOMBIER SAUGNIEU,4A,3,352,0.7982954545454546,240,0.682,233.0,100 et plus,300 à 399,N,O,N,O,O,O,N,N,0.0,0.0,40.0,0.0,60.5,72.0,60.5,0.0,0.0,2027-01-19,2027,2026-01-19,2026-03-20 20:00:00,2027-1,493 425 136,352,300 à 399,CAC40,VINCI,UL SAINT EXUPERY,CC TRANSPORT AERIEN PERSONNEL AU SOL
FNIC,13,PACA,1388,52922174900045,TOTALENERGIES  RAFFINAGE FRANCE LA MEDE,13165,CHATEAUNEUF LES MARTIGUES,42M,3,351,0.886039886039886,330,0.94,316.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,197.0,0.6234177215189873,7.0,78.0,0.0,34.0,0.0,0.0,0.0,2025-10-28,2025,2024-10-28,2024-12-27 20:00:00,2025-3,529 221 749,4154,4000 à 4999,CAC40,TOTAL,UL MARTIGUES,CC PETROLE INDUSTRIE
METAUX,79,NAQ,3248,2598018600016,PIERRE GUERIN,79210,MAUZE SUR LE MIGNON,4A,3,350,0.6,243,0.694,232.0,100 et plus,300 à 399,O,O,N,N,O,N,N,N,56.0,0.2413793103448276,60.0,0.0,0.0,116.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,025 980 186,350,300 à 399,CAC40,ENGIE,UL NIORT,CCN de la métallurgie
FNIC,80,PIC,45,42086672500021,JPR,80080,AMIENS,4A,3,350,0.32571428571428573,294,0.84,251.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,116.0,0.46215139442231074,61.0,19.0,0.0,55.0,0.0,0.0,0.0,2026-10-13,2026,2025-10-13,2025-12-12 20:00:00,2026-3,420 866 725,350,300 à 399,CAC40,TOTAL,UL GRAND AMIENS,CCN du caoutchouc
COMMERCE & SERVICES,54,GES,2216,42824028700592,CARREFOUR SUPPLY CHAIN LUNEVILLE,54300,MONCEL LES LUNEVILLE,4A,2,350,0.11714285714285715,258,0.737,258.0,100 et plus,300 à 399,O,N,O,N,O,N,N,N,190.0,0.7364341085271318,0.0,43.0,0.0,25.0,0.0,0.0,0.0,2027-10-13,2027,2026-10-13,2026-12-12 20:00:00,2027-3,428 240 287,7961,5000 à 9999,CAC40,CARREFOUR,UL LUNEVILLE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,31,OCC,2609,84725060200038,SAS BOURDARIOS - TOULOUSE,31084,TOULOUSE,4A,3,349,0.3638968481375358,136,0.39,121.0,100 et plus,300 à 399,O,O,N,N,N,N,N,N,88.0,0.7272727272727273,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-06-15,2026,2025-06-15,2025-08-14 20:00:00,2026-2,847 250 602,349,300 à 399,CAC40,VINCI,UL 31,CC BATIMENT ETAM
METAUX,71,BFC,3248,51174635600183,SCHNEIDER ELECTRIC ENERGY FRANCE,71000,MACON,4A,3,348,0.5517241379310345,242,0.695,236.0,100 et plus,300 à 399,O,O,O,N,O,N,O,N,63.0,0.2669491525423729,25.0,49.0,0.0,33.0,0.0,66.0,0.0,2027-11-30,2027,2026-11-30,2027-01-29 20:00:00,2027-3,511 746 356,348,300 à 399,CAC40,SCHNEIDER ELECTRIC,UL MACON,CCN de la métallurgie
METAUX,72,PDL,3248,75850100100609,LEGRAND FRANCE,72140,SILLE LE GUILLAUME,4A,3,348,0.47988505747126436,302,0.868,292.0,100 et plus,300 à 399,N,O,O,N,O,N,N,N,0.0,0.0,120.0,71.0,0.0,101.0,0.0,0.0,0.0,2026-11-09,2026,2025-11-09,2026-01-08 20:00:00,2026-3,758 501 001,3865,3000 à 3999,CAC40,LEGRAND,UL LE MANS,CCN de la métallurgie
FNAF,91,IDF,112,67203997101951,DANONE PRODUITS FRAIS FRANCE SIEGE,91170,VIRY CHATILLON,4A,3,347,0.1844380403458213,299,0.862,280.0,100 et plus,300 à 399,O,O,O,N,N,N,N,N,100.0,0.35714285714285715,89.0,91.0,0.0,0.0,0.0,0.0,0.0,2027-11-14,2027,2026-11-14,2027-01-13 20:00:00,2027-3,672 039 971,2265,2000 à 2999,CAC40,DANONE,UL VIRY CHATILLON,CCN de l'industrie laitière
METAUX,6,PACA,3248,75850100100260,LEGRAND FRANCE,6600,ANTIBES,4A,3,347,0.49855907780979825,285,0.821,260.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,58.0,0.2230769230769231,48.0,47.0,0.0,107.0,0.0,0.0,0.0,2026-11-09,2026,2025-11-09,2026-01-08 20:00:00,2026-3,758 501 001,3865,3000 à 3999,CAC40,LEGRAND,UL ANTIBES,CCN de la métallurgie
METAUX,91,IDF,3248,32764397900013,COMPOSITE INDUSTRIE,91070,BONDOUFLE,4A,3,344,0.6569767441860465,238,0.692,214.0,100 et plus,300 à 399,O,O,O,O,N,N,N,N,51.0,0.2383177570093458,89.0,65.0,9.0,0.0,0.0,0.0,0.0,2027-02-08,2027,2026-02-08,2026-04-09 20:00:00,2027-1,327 643 979,344,300 à 399,CAC40,TOTAL,UL EVRY,CCN de la métallurgie
FNSCBA,69,AURA,1702,41921284000088,INEO POSTES ET CENTRALES,69623,VILLEURBANNE,4A,3,344,0.5116279069767442,242,0.703,228.0,100 et plus,300 à 399,N,O,O,O,O,N,N,N,0.0,0.0,121.0,37.0,18.0,52.0,0.0,0.0,0.0,2028-10-17,2028,2027-10-18,2027-12-17 20:00:00,2028-3,419 212 840,344,300 à 399,CAC40,ENGIE,UL VILLEURBANNE,CC TRAVAUX PUBLICS OUVRIERS
TRANSPORTS,64,NAQ,2583,57213999601058,ASF DRE SUD ATLANTIQUE PYRENEES,64204,BIARRITZ,4A,2,344,0.625,262,0.762,254.0,100 et plus,300 à 399,O,O,O,N,O,O,N,N,104.0,0.4094488188976378,81.0,10.0,0.0,42.0,17.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,572 139 996,3111,3000 à 3999,CAC40,VINCI,UL BAYONNE,CC AUTOROUTES SOCIETES CONCESSIONNAIRES EXPLOITANTES
FNAF,59,NPC,3109,30137492200047,BLEDINA USINE DE STEENVOORDE,59114,STEENVOORDE,4A,2,343,0.4518950437317784,248,0.723,245.0,100 et plus,300 à 399,N,N,O,N,N,N,N,N,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,2027-11-13,2027,2026-11-13,2027-01-12 20:00:00,2027-3,301 374 922,1333,1000 à 1999,CAC40,DANONE,UL ARMENTIERES,CC INDUSTRIES ALIMENTAIRES DIVERSES 5 BRANCHES
COMMERCE & SERVICES,78,IDF,2216,45132133501195,CARREFOUR,78240,CHAMBOURCY,4A,2,343,0.061224489795918366,242,0.706,231.0,100 et plus,300 à 399,N,N,O,N,O,O,N,N,0.0,0.0,0.0,122.0,0.0,20.0,89.0,0.0,0.0,2026-11-25,2026,2025-11-25,2026-01-24 20:00:00,2026-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL POISSY,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
METAUX,76,NOR,3248,66275007400012,MANUFACTURE ALPINE DIEPPE JEAN REDELE,76200,DIEPPE,4A,2,343,0.5043731778425656,282,0.822,278.0,100 et plus,300 à 399,O,O,N,O,O,N,O,N,81.0,0.29136690647482016,85.0,0.0,33.0,67.0,0.0,12.0,0.0,2027-05-30,2027,2026-05-30,2026-07-29 20:00:00,2027-2,662 750 074,343,300 à 399,CAC40,RENAULT,UL 76,CCN de la métallurgie
THCB,7,AURA,2528,72206399700059,SOC DES ATELIERS LOUIS VUITTON,7370,SARRAS,4A,2,343,0.15451895043731778,269,0.784,254.0,100 et plus,300 à 399,O,N,O,O,N,N,N,N,125.0,0.4921259842519685,0.0,59.0,70.0,0.0,0.0,0.0,0.0,2027-01-12,2027,2026-01-12,2026-03-13 20:00:00,2027-1,722 063 997,4748,4000 à 4999,CAC40,LVMH,UL TOURNON,"CC MAROQUINERIE, ARTICLES VOYAGE, CUIR, SELLERIE"
FAPT,92,IDF,2148,39008115600213,KEYYO,92110,CLICHY,4A,2,342,0.45321637426900585,289,0.845,283.0,100 et plus,300 à 399,N,N,O,O,N,N,N,N,0.0,0.0,0.0,142.0,141.0,0.0,0.0,0.0,0.0,2027-11-15,2027,2026-11-15,2027-01-14 20:00:00,2027-3,390 081 156,342,300 à 399,CAC40,BOUYGUES,UL CLICHY,CC TELECOMMUNICATIONS
CGT MARTINIQUE,972,MTQ,2702,39309575700026,BNP PARIBAS ANTILLES GUYANE,97200,FORT DE FRANCE,4A,2,341,0.0,310,0.909,298.0,100 et plus,300 à 399,O,N,O,N,O,N,N,O,124.0,0.4161073825503356,0.0,69.0,0.0,46.0,0.0,0.0,59.0,2027-01-20,2027,2026-01-20,2026-03-21 20:00:00,2027-1,393 095 757,341,300 à 399,CAC40,BNP PARIBAS,,CC BANQUES PERSONNEL MARTINIQUE
COMMERCE & SERVICES,13,PACA,2216,45132133500858,CARREFOUR LE MERLAN,13014,MARSEILLE,4A,2,341,0.04985337243401759,309,0.906,301.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,48.0,0.15946843853820597,189.0,47.0,0.0,17.0,0.0,0.0,0.0,2027-03-03,2027,2026-03-03,2026-05-02 20:00:00,2027-1,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
METAUX,13,PACA,1090,30247504103046,PSA RETAIL MARSEILLE MICHELET I,13008,MARSEILLE,4A,3,340,0.5323529411764706,280,0.824,273.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,107.0,0.39194139194139194,34.0,91.0,0.0,41.0,0.0,0.0,0.0,2027-03-21,2027,2026-03-21,2026-05-20 20:00:00,2027-1,302 475 041,4159,4000 à 4999,CAC40,PSA GROUPE,,CC AUTOMOBILE SERVICES
METAUX,94,IDF,3248,35338571900433,VEOLIA WATER STI,94410,ST MAURICE,4A,2,340,0.4764705882352941,180,0.529,172.0,100 et plus,300 à 399,O,O,N,N,N,N,N,O,59.0,0.3430232558139535,41.0,0.0,0.0,0.0,0.0,0.0,72.0,2027-03-21,2027,2026-03-21,2026-05-20 20:00:00,2027-1,353 385 719,340,300 à 399,CAC40,VEOLIA ENVIRONNEMENT,UL IVRY SUR SEINE,CCN de la métallurgie
COMMERCE & SERVICES,91,IDF,3245,37960197400833,CARREFOUR VOYAGES,91080,EVRY,4A,2,339,1.0,241,0.711,235.0,100 et plus,300 à 399,N,N,O,N,O,N,N,N,0.0,0.0,0.0,10.0,0.0,225.0,0.0,0.0,0.0,2027-10-10,2027,2026-10-10,2026-12-09 20:00:00,2027-3,379 601 974,339,300 à 399,CAC40,CARREFOUR,UL EVRY,CCN des opérateurs de voyages et des guides du 19 avril 2022
FSPBA,59,NPC,2120,55212022239987,SOCIETE GENERALE,59800,LILLE,4A,1,337,0.0,200,0.593,197.0,100 et plus,300 à 399,O,O,N,O,N,N,N,N,10.0,0.050761421319796954,92.0,0.0,95.0,0.0,0.0,0.0,0.0,2027-05-11,2027,2026-05-11,2026-07-10 20:00:00,2027-2,552 120 222,47514,30 000 et plus,CAC40,SOCIETE GENERALE,UL LILLE,CC BANQUE
METAUX,27,NOR,3248,42110670900361,UES SEI SEF BEAUMONT LE ROGER,27170,BEAUMONT LE ROGER,4A,2,336,0.7142857142857143,287,0.854,280.0,100 et plus,300 à 399,O,O,O,O,N,N,N,N,26.0,0.09285714285714286,35.0,153.0,66.0,0.0,0.0,0.0,0.0,2025-11-25,2025,2024-11-25,2025-01-24 20:00:00,2025-3,421 106 709,10783,10000 à 14999,CAC40,SCHNEIDER ELECTRIC,UL 27,CCN de la métallurgie
METAUX,27,NOR,3248,77561848100086,SOFRASTOCK INTERNATIONAL,27220,ST ANDRE DE L EURE,4A,2,336,0.4226190476190476,302,0.899,287.0,100 et plus,300 à 399,O,O,O,N,O,N,N,N,61.0,0.21254355400696864,70.0,23.0,0.0,133.0,0.0,0.0,0.0,2026-12-06,2026,2025-12-06,2026-02-04 20:00:00,2026-3,775 618 481,336,300 à 399,CAC40,RENAULT,UL 27,CCN de la métallurgie
